"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","Churn","Young","RevenuePerUser" 
"9375-MHRRS","Male",0,"No","No",6,"Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","No","Mailed check","No",0,63.2
"9378-FXTIZ","Female",0,"Yes","No",54,"Yes","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Credit card (automatic)","Yes",0,73
"9381-NDKME","Female",1,"No","No",24,"No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)","Yes",0,58.5
"9385-EHGDO","Female",0,"Yes","Yes",35,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check","No",0,20
"9385-NXKDA","Female",0,"Yes","No",72,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,85.5
"9386-LDCZR","Male",0,"No","No",43,"Yes","DSL","Yes","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)","No",0,72.5
"9388-ZEYVT","Male",0,"No","No",43,"No","Fiber optic","No","No","Yes","Yes","No","Yes","One year","No","Electronic check","No",0,66.7
"9389-ACWBI","Female",0,"Yes","Yes",5,"Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)","No",0,58.2
"9391-DXGGG","Female",1,"No","No",44,"Yes","DSL","No","Yes","Yes","No","No","Yes","One year","No","Credit card (automatic)","No",0,80.2
"9391-EOYLI","Male",1,"No","No",12,"Yes","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes",0,68
"9391-LMANN","Male",0,"No","Yes",53,"Yes","DSL","Yes","Yes","Yes","No","No","Yes","One year","No","Electronic check","No",0,83.7
"9391-TTOYH","Female",0,"No","No",23,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","No",1,20
"9391-YZEJW","Female",0,"No","No",62,"Yes","DSL","No","No","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)","No",0,73
"9392-XBGTD","Male",0,"No","Yes",27,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",0,23.2
"9396-ZSFLL","Female",0,"No","No",15,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check","No",0,58.2
"9397-TZSHA","Female",0,"No","No",69,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No",0,23.2
"9398-MMQTO","Male",0,"No","No",3,"Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)","No",0,63.7
"9399-APLBT","Female",0,"Yes","Yes",1,"Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,60.5
"9402-CXWPL","Female",0,"No","No",70,"Yes","DSL","No","Yes","No","No","Yes","Yes","One year","No","Electronic check","No",0,81.7
"9402-ORRAH","Female",1,"No","No",15,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,73
"9402-ROUMJ","Female",0,"Yes","Yes",67,"Yes","DSL","Yes","No","Yes","Yes","No","Yes","One year","Yes","Bank transfer (automatic)","No",0,80
"9405-GPBBG","Female",0,"No","No",64,"Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,87
"9408-HRXRK","Female",0,"Yes","Yes",45,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,82
"9408-SSNVZ","Female",0,"No","No",4,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,55
"9411-TPQQV","Female",0,"No","No",40,"No","Fiber optic","Yes","No","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","No",0,73.5
"9412-ARGBX","Female",0,"No","Yes",48,"Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","Yes","Mailed check","Yes",0,77
"9412-GHEEC","Male",0,"No","No",40,"Yes","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)","Yes",0,84.7
"9415-DPEWS","Female",0,"No","No",18,"Yes","DSL","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,68
"9415-TPKRV","Female",0,"Yes","Yes",8,"Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Electronic check","No",0,63.7
"9415-ZNBSX","Female",0,"Yes","Yes",70,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No",0,90.5
"9418-RUKPH","Female",0,"Yes","Yes",38,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check","No",0,20
"9419-IPPBE","Female",0,"Yes","Yes",51,"Yes","DSL","No","No","Yes","No","No","Yes","One year","Yes","Electronic check","No",0,71.5
"9420-LOJKX","Female",0,"No","No",15,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","Yes",0,82
"9424-CMPOG","Male",0,"Yes","Yes",9,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",0,23.2
"9426-SXNHE","Female",0,"No","No",2,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)","No",1,23.2
"9430-FRQOC","Female",0,"No","Yes",4,"Yes","DSL","No","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check","Yes",0,63.5
"9430-NKQLY","Male",0,"Yes","Yes",72,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)","No",0,20
"9432-RUVSL","Female",0,"No","No",48,"Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,85
"9432-VOFYX","Male",0,"No","No",17,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No",0,55
"9435-JMLSX","Male",0,"Yes","No",71,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No",0,90.5
"9436-ZBZCT","Male",0,"No","No",14,"Yes","DSL","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,68
"9441-QHEVC","Male",0,"No","No",1,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No",1,23.2
"9442-JTWDL","Female",0,"No","No",11,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)","No",1,23.2
"9443-JUBUO","Male",0,"Yes","Yes",72,"No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,82.5
"9444-JTXHZ","Male",0,"Yes","No",1,"Yes","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check","Yes",0,61.7
"9445-SZLCH","Female",0,"Yes","Yes",36,"Yes","DSL","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","Yes",0,72
"9445-ZUEQE","Male",0,"Yes","Yes",27,"Yes","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)","No",0,65.5
"9447-YPTBX","Female",0,"Yes","No",50,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)","No",0,20
"9448-REEVD","Male",0,"Yes","No",1,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)","Yes",0,58.2
"9450-TRJUU","Male",0,"No","No",35,"Yes","DSL","No","No","No","No","Yes","No","Month-to-month","No","Electronic check","No",0,66.2
"9451-LPGOO","Male",0,"No","No",7,"Yes","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes",0,68
"9451-WLYRI","Female",0,"Yes","No",53,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)","No",0,23.2
"9453-PATOS","Female",0,"Yes","No",72,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check","No",0,93.7
"9462-MJUAW","Male",0,"No","No",4,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check","Yes",0,58.2
"9465-RWMXL","Male",0,"Yes","No",32,"Yes","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,58.5
"9467-ROOLM","Female",0,"No","No",25,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No",0,23.2
"9469-WEJBT","Male",0,"Yes","No",37,"Yes","DSL","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check","No",0,76.5
"9470-RTWDV","Male",0,"Yes","Yes",26,"Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)","No",0,81.5
"9470-XCCEM","Male",0,"Yes","Yes",35,"Yes","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","No",0,68.5
"9470-YFUYI","Male",1,"No","No",71,"Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","One year","Yes","Bank transfer (automatic)","No",0,77
"9473-CBZOP","Female",0,"No","No",28,"Yes","Fiber optic","Yes","No","Yes","No","No","No","One year","No","Mailed check","No",0,65.2
"9474-PHLYD","Female",0,"No","No",15,"Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check","Yes",0,71.5
"9475-NNDGC","Male",0,"Yes","No",71,"Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","No",0,87
"9477-LGWQI","Male",0,"Yes","Yes",70,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,85.5
"9479-HYNYL","Female",0,"Yes","No",71,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,87
"9480-BQJEI","Male",0,"No","No",62,"Yes","DSL","Yes","Yes","No","No","No","Yes","One year","Yes","Bank transfer (automatic)","No",0,77
"9481-IEBZY","Male",1,"No","No",72,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","No",0,90.5
"9481-SFCQY","Female",0,"No","Yes",14,"Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)","No",0,66.5
"9481-WHGWY","Female",0,"Yes","Yes",70,"Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","Two year","No","Credit card (automatic)","No",0,84.7
"9483-GCPWE","Male",0,"No","Yes",9,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No",0,23.2
"9488-FVZCC","Female",0,"Yes","Yes",72,"Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)","No",0,85.5
"9488-FYQAU","Female",0,"Yes","No",63,"Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No",0,87
"9488-HGMJH","Female",1,"No","No",1,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,55
"9489-DEDVP","Female",0,"Yes","Yes",70,"Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Two year","Yes","Credit card (automatic)","No",0,72
"9489-JMTTN","Female",0,"Yes","Yes",72,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)","No",0,93.7
"9489-UTFKA","Male",1,"No","No",8,"Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","No","Bank transfer (automatic)","No",0,69.7
"9490-DFPMD","Female",1,"No","No",42,"Yes","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,63
"9492-TOKRI","Female",0,"No","No",18,"Yes","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)","Yes",0,68.5
"9494-BDNNC","Male",0,"Yes","No",66,"Yes","DSL","No","Yes","Yes","No","No","Yes","One year","No","Electronic check","No",0,80.2
"9494-MRNYX","Male",0,"No","No",10,"Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check","No",0,58.2
"9495-REDIY","Male",0,"No","Yes",25,"No","Fiber optic","Yes","No","No","No","Yes","No","One year","Yes","Credit card (automatic)","No",0,53.5
"9495-SKLKD","Male",0,"Yes","Yes",45,"Yes","DSL","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","No",0,77
"9496-IVVRP","Female",0,"Yes","Yes",11,"Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)","No",0,61.7
"9497-QCMMS","Male",1,"No","No",1,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,73
"9498-FIMXL","Female",0,"No","No",8,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check","No",1,20
"9499-XPZXM","Female",0,"Yes","No",72,"Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)","No",0,72.2
"9500-IWPXQ","Female",0,"Yes","Yes",61,"Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Electronic check","No",0,85.5
"9500-LTVBP","Female",0,"No","No",35,"Yes","DSL","No","No","No","Yes","No","No","Month-to-month","No","Credit card (automatic)","No",0,63.2
"9500-WBGRP","Male",0,"No","No",69,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check","No",1,20
"9501-UKKNL","Male",0,"No","No",59,"No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,70
"9503-XJUME","Male",0,"No","Yes",52,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)","No",0,23.2
"9504-DSHWM","Male",0,"No","No",20,"Yes","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)","No",0,66.7
"9504-YAZWB","Female",0,"No","No",53,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",1,23.2
"9505-SQFSW","Female",0,"Yes","Yes",3,"No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Mailed check","No",0,63.7
"9506-UXUSK","Male",0,"No","No",13,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No",0,55
"9507-EXLTT","Female",0,"Yes","No",1,"Yes","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","Yes",0,63
"9507-HSMMZ","Male",0,"No","No",54,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",1,23.2
"9508-ILZDG","Female",1,"No","No",34,"Yes","DSL","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check","No",0,73.5
"9509-MPYOD","Female",0,"No","No",35,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No",1,23.2
"9512-PHSMG","Female",0,"Yes","No",10,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","No",0,20
"9512-UIBFX","Male",0,"Yes","Yes",18,"Yes","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","No","Mailed check","Yes",0,79.7
"9513-DXHDA","Male",0,"No","No",27,"Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","No","Electronic check","No",0,88.2
"9514-JDSKI","Male",1,"No","No",1,"No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","No","Electronic check","Yes",0,58.7
"9518-IMLHK","Male",0,"No","No",31,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","No",0,80.5
"9518-RWHZL","Female",0,"No","No",64,"Yes","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)","Yes",0,76.5
"9518-XXBXE","Male",1,"No","No",10,"Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check","No",0,61.7
"9522-BNTHX","Female",1,"No","No",34,"No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,74
"9522-ZSINC","Male",0,"No","No",13,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Electronic check","No",1,20
"9524-EGPJC","Female",0,"No","No",18,"Yes","DSL","No","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check","Yes",0,73
"9526-BIHHD","Male",0,"No","No",1,"No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Mailed check","Yes",0,46.7
"9526-JAWYF","Male",0,"No","No",26,"Yes","DSL","No","Yes","Yes","No","Yes","No","Month-to-month","No","Electronic check","Yes",0,75.2
"9529-OFXHY","Male",0,"No","No",15,"Yes","DSL","Yes","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","No",0,66.5
"9530-EHPOH","Male",0,"No","No",11,"Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check","Yes",0,61.7
"9530-GRMJG","Male",0,"Yes","Yes",70,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check","No",0,87
"9531-NSBMR","Female",0,"No","No",36,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)","No",1,20
"9534-NSXEM","Male",0,"No","No",26,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)","No",1,20
"9537-JALFH","Male",0,"Yes","Yes",69,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No",0,23.2
"9537-VHDTA","Female",0,"No","Yes",1,"Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Mailed check","No",0,61.7
"9540-JYROE","Male",0,"No","No",8,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes",0,55
"9541-PWTWO","Female",0,"No","No",52,"Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No",0,81.5
"9541-ZPSEA","Male",0,"Yes","Yes",68,"Yes","DSL","Yes","No","Yes","No","No","No","Two year","No","Credit card (automatic)","No",0,65.2
"9544-PYPSJ","Female",1,"No","No",62,"Yes","DSL","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)","No",0,77
"9546-CQJSU","Female",0,"No","No",2,"Yes","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,66.5
"9546-KDTRB","Female",0,"No","No",19,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)","No",1,23.2
"9547-ITEFG","Male",0,"Yes","Yes",9,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","No",0,82
"9548-LERKT","Male",0,"Yes","No",24,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",0,23.2
"9548-LIGTA","Male",0,"Yes","No",61,"Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Mailed check","No",0,87
"9548-ZMVTX","Male",0,"Yes","Yes",72,"Yes","DSL","No","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)","No",0,72.2
"9552-TGUZV","Male",0,"Yes","No",8,"Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check","No",0,58.5
"9553-DLCLU","Female",0,"No","Yes",13,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)","No",0,93.7
"9554-DFKIC","Male",0,"Yes","Yes",30,"Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No",0,58.5
"9555-SAHUZ","Female",0,"Yes","Yes",38,"Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check","No",0,67.2
"9558-IHEZX","Female",0,"No","No",71,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,85.5
"9560-ARGQJ","Female",0,"No","Yes",16,"Yes","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,63
"9560-BBZXK","Female",0,"No","No",36,"No","Fiber optic","Yes","No","No","No","No","No","Two year","No","Bank transfer (automatic)","No",0,46.7
"9564-KCLHR","Male",0,"No","No",1,"Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","No","Mailed check","Yes",0,63.2
"9565-AXSMR","Male",0,"Yes","Yes",52,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",0,23.2
"9565-DJPIB","Female",0,"No","Yes",4,"Yes","DSL","No","Yes","No","No","Yes","No","Month-to-month","No","Mailed check","Yes",0,71.7
"9565-FLVCG","Male",0,"Yes","Yes",65,"Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Two year","Yes","Mailed check","No",0,77
"9565-JSNFM","Male",0,"No","No",38,"Yes","DSL","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)","Yes",0,55
"9570-KYEUA","Male",0,"No","No",64,"Yes","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)","No",0,83.2
"9571-EDEBV","Male",0,"Yes","No",71,"Yes","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)","No",0,76.5
"9572-MTILT","Male",0,"Yes","No",59,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,80.5
"9572-WUKSB","Male",0,"Yes","No",3,"No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check","No",0,45
"9574-BOSMD","Male",0,"Yes","Yes",68,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No",0,23.2
"9574-RKJIF","Male",0,"Yes","Yes",30,"Yes","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,72
"9575-IWCAZ","Male",0,"Yes","No",6,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No",0,23.2
"9576-ANLXO","Female",0,"No","No",3,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","Yes",0,55
"9576-SYUHJ","Male",0,"No","No",37,"Yes","DSL","Yes","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","No",0,66.5
"9577-WJVCQ","Female",0,"No","No",68,"Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Mailed check","No",0,61.7
"9578-FOMUK","Male",0,"No","Yes",15,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check","No",0,20
"9578-VRMNM","Female",0,"No","No",16,"Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)","Yes",0,71.5
"9581-GVBXT","Male",0,"Yes","Yes",59,"No","Fiber optic","Yes","No","Yes","No","No","No","One year","No","Mailed check","No",0,50.2
"9584-EXCDZ","Female",0,"No","No",17,"Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)","No",0,58.2
"9585-KKMFD","Male",0,"Yes","Yes",41,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check","No",0,20
"9586-JGQKH","Female",0,"Yes","No",64,"Yes","DSL","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No",0,83.5
"9588-OZDMQ","Female",0,"Yes","No",2,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No",0,55
"9588-YRFHY","Male",0,"No","No",49,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)","No",1,20
"9589-ABEPT","Male",0,"Yes","No",69,"Yes","DSL","No","Yes","No","Yes","Yes","No","Two year","Yes","Mailed check","No",0,73.5
"9591-YVTEB","Male",1,"No","No",55,"No","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check","No",0,59
"9592-ERDKV","Male",0,"Yes","No",37,"Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","No","Mailed check","No",0,83.2
"9593-CVZKR","Female",0,"Yes","Yes",56,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check","No",0,20
"9600-NAXZN","Male",0,"No","No",43,"Yes","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,78.5
"9600-UDOPK","Male",0,"Yes","No",30,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","Yes",0,73
"9601-BRXPO","Female",0,"Yes","No",25,"Yes","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes",0,81.5
"9602-WCXPI","Male",0,"No","No",50,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)","No",1,23.2
"9603-OAIHC","Male",1,"No","No",1,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No",0,55
"9605-WGJVW","Female",1,"No","No",1,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No",0,55
"9606-PBKBQ","Male",1,"No","No",32,"Yes","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes",0,68
"9609-BENEA","Male",0,"Yes","No",35,"Yes","Fiber optic","No","Yes","No","Yes","Yes","No","One year","Yes","Electronic check","No",0,73.5
"9610-WCESF","Male",0,"No","No",67,"No","Fiber optic","Yes","No","No","Yes","Yes","No","Two year","No","Electronic check","No",0,61.7
"9611-CTWIH","Female",0,"No","No",3,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,73
"9614-RMGHA","Male",0,"Yes","No",65,"Yes","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","Yes",0,68.5
"9617-INGJY","Male",0,"No","No",1,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","No",0,55
"9617-UDPEU","Female",0,"No","No",22,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check","No",1,20
"9618-LFJRU","Female",0,"No","No",4,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)","No",0,23.2
"9619-GSATL","Female",0,"No","No",43,"Yes","Fiber optic","No","Yes","No","Yes","No","No","One year","No","Electronic check","No",0,68.7
"9620-ENEJV","Female",0,"No","No",6,"Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)","No",0,58.2
"9620-QJREV","Male",0,"No","Yes",47,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)","No",0,23.2
